Taxon	feature	n	n_NA	n_neg	n_pos	imp_sum	imp_mean	imp_rank_sum	imp_rank_mean	imp_rank_min
queF; 7-cyano-7-deazaguanine reductase [EC:1.7.1.13]	K06879	9	0	5	3	3.33749914482782e-05	3.70833238314203e-06	14077.5	1564.16666666667	481
queF; 7-cyano-7-deazaguanine reductase [EC:1.7.1.13]	K09457	9	0	2	6	0.000357483778179286	3.97204197976984e-05	9073	1008.11111111111	92
queG; epoxyqueuosine reductase [EC:1.17.99.6]	K18979	9	0	2	4	5.59231415557085e-05	6.21368239507872e-06	12173.5	1352.61111111111	205
queH; epoxyqueuosine reductase [EC:1.17.99.6]	K09765	9	0	2	1	3.11220311220287e-07	3.45800345800319e-08	14288.5	1587.61111111111	767
racD; aspartate racemase [EC:5.1.1.13]	K01779	9	0	2	3	-5.56208813324557e-06	-6.18009792582841e-07	13782	1531.33333333333	710
radC; DNA repair protein RadC	K03630	9	0	2	5	0.000317749391271708	3.53054879190786e-05	9818.5	1090.94444444444	130
raiA; ribosome-associated inhibitor A	K05809	9	0	2	6	0.000157003251216207	1.74448056906897e-05	9727	1080.77777777778	34
ramA; alpha-L-rhamnosidase [EC:3.2.1.40]	K05989	9	4	0	0	0	0	7999	1599.8	1530
rapZ; RNase adapter protein RapZ	K06958	9	0	4	1	-0.000106882846708934	-1.18758718565482e-05	16565	1840.55555555556	1069
rarD; chloramphenicol-sensitive protein RarD	K05786	9	0	1	5	7.86471936817791e-05	8.73857707575323e-06	11040.5	1226.72222222222	560
rbbA; ribosome-dependent ATPase	K13926	9	0	4	2	0.000118710138389705	1.31900153766339e-05	14382.5	1598.05555555556	197
rbcL; ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39]	K01601	9	0	2	6	0.000281957545840171	3.13286162044634e-05	9114.5	1012.72222222222	33
rbcS; ribulose-bisphosphate carboxylase small chain [EC:4.1.1.39]	K01602	9	0	2	7	0.000347233480768139	3.85814978631266e-05	7808.5	867.611111111111	44
rbfA; ribosome-binding factor A	K02834	9	0	6	2	-0.000102640499938908	-1.1404499993212e-05	16723.5	1858.16666666667	229.5
rbgA; ribosome biogenesis GTPase A	K14540	9	0	1	6	0.000101439083196893	1.12710092440992e-05	9471.5	1052.38888888889	190
rbsA; ribose transport system ATP-binding protein [EC:3.6.3.17]	K10441	9	0	5	3	-3.1550878816835e-05	-3.50565320187056e-06	14713	1634.77777777778	312
rbsB; ribose transport system substrate-binding protein	K10439	9	0	1	6	0.000267868284673004	2.97631427414449e-05	8331.5	925.722222222222	211
rbsC; ribose transport system permease protein	K10440	9	0	1	3	0.000153380740880741	1.70423045423045e-05	11754.5	1306.05555555556	394
rbsD; D-ribose pyranase [EC:5.4.99.62]	K06726	9	0	4	5	-2.51729660037273e-05	-2.79699622263637e-06	13826	1536.22222222222	619
rdgB; XTP/dITP diphosphohydrolase [EC:3.6.1.66]	K02428	9	0	3	4	0.000179698740299097	1.99665266998997e-05	12201.5	1355.72222222222	190
rdgC; recombination associated protein RdgC	K03554	9	0	3	5	0.000101256822418903	1.12507580465447e-05	11498.5	1277.61111111111	238
recA; recombination protein RecA	K03553	9	0	3	5	0.000131457316976583	1.46063685529537e-05	11307	1256.33333333333	237
recB; exodeoxyribonuclease V beta subunit [EC:3.1.11.5]	K03582	9	0	2	5	0.000141867810436567	1.57630900485075e-05	10234.5	1137.16666666667	330
recC; exodeoxyribonuclease V gamma subunit [EC:3.1.11.5]	K03583	9	0	2	6	0.000332421557368399	3.69357285964888e-05	8983.5	998.166666666667	113
recD; exodeoxyribonuclease V alpha subunit [EC:3.1.11.5]	K03581	9	6	0	0	0	0	4632.5	1544.16666666667	1421.5
recF; DNA replication and repair protein RecF	K03629	9	0	3	5	7.36888824842788e-05	8.18765360936431e-06	11684	1298.22222222222	438
recG; ATP-dependent DNA helicase RecG [EC:3.6.4.12]	K03655	9	0	4	3	-7.95724038302749e-05	-8.84137820336388e-06	14859.5	1651.05555555556	377
recJ; single-stranded-DNA-specific exonuclease [EC:3.1.-.-]	K07462	9	0	5	2	-0.000267789098378187	-2.9754344264243e-05	16606.5	1845.16666666667	423
recN; DNA repair protein RecN (Recombination protein N)	K03631	9	0	5	2	-0.00012500053298841	-1.38889481098233e-05	17372	1930.22222222222	544.5
recO; DNA repair protein RecO (recombination protein O)	K03584	9	0	5	2	-5.04114018389684e-05	-5.60126687099649e-06	15407.5	1711.94444444444	490
recQ; ATP-dependent DNA helicase RecQ [EC:3.6.4.12]	K03654	9	0	0	1	1.05263157894737e-05	1.16959064327486e-06	13475	1497.22222222222	1202.5
recR; recombination protein RecR	K06187	9	0	5	4	-5.90088263845289e-05	-6.55653626494766e-06	14467	1607.44444444444	225
recT; recombination protein RecT	K07455	9	0	2	7	0.000632082252781149	7.02313614201276e-05	7054	783.777777777778	68
recU; recombination protein U	K03700	9	0	2	2	8.67401455880157e-05	9.63779395422397e-06	12793.5	1421.5	176
recX; regulatory protein	K03565	9	0	2	2	8.59180035650633e-06	9.54644484056259e-07	13552	1505.77777777778	469.5
RENBP; N-acylglucosamine 2-epimerase [EC:5.1.3.8]	K01787	9	0	5	4	-4.5719667177835e-05	-5.07996301975945e-06	14378	1597.55555555556	278
rep; ATP-dependent DNA helicase Rep [EC:3.6.4.12]	K03656	9	9	0	0	0	NA	0	NA	Inf
res; type III restriction enzyme [EC:3.1.21.5]	K01156	9	0	4	5	0.000424050416135959	4.71167129039954e-05	10233.5	1137.05555555556	24
rex; redox-sensing transcriptional repressor	K01926	9	0	4	4	-2.46489701116674e-05	-2.73877445685193e-06	13837.5	1537.5	568.5
rfbE; CDP-paratose 2-epimerase [EC:5.1.3.10]	K12454	9	0	5	3	-0.000111193664942057	-1.23548516602286e-05	15982.5	1775.83333333333	549
rfbF; glucose-1-phosphate cytidylyltransferase [EC:2.7.7.33]	K00978	9	0	2	5	0.000388359660802559	4.31510734225065e-05	10259	1139.88888888889	82
rfbP; undecaprenyl-phosphate galactose phosphotransferase [EC:2.7.8.6]	K00996	9	0	5	4	0.00166531992055048	0.000185035546727831	13996	1555.11111111111	1
rgpA; rhamnosyltransferase [EC:2.4.1.-]	K12996	9	0	2	2	-2.28664615128231e-05	-2.54071794586924e-06	14346.5	1594.05555555556	919
rgpB; rhamnosyltransferase [EC:2.4.1.-]	K12997	9	0	1	4	0.000462596773590602	5.13996415100669e-05	9947.5	1105.27777777778	37
rgpE; glucosyltransferase [EC:2.4.1.-]	K12998	9	0	4	4	0.00301366393423865	0.000334851548248739	12968.5	1440.94444444444	1
rgpF; rhamnosyltransferase [EC:2.4.1.-]	K07272	9	0	3	5	0.000235610999085026	2.61789998983362e-05	13246.5	1471.83333333333	56
rhaA; L-rhamnose isomerase [EC:5.3.1.14]	K01813	9	0	1	7	0.000391890050387626	4.35433389319585e-05	6675	741.666666666667	140
rhaB; rhamnulokinase [EC:2.7.1.5]	K00848	9	0	3	5	0.000162560333946155	1.80622593273505e-05	12274.5	1363.83333333333	147
rhaD; rhamnulose-1-phosphate aldolase [EC:4.1.2.19]	K01629	9	0	1	4	3.14302527735324e-05	3.49225030817027e-06	11913.5	1323.72222222222	514
rhaT; L-rhamnose-H+ transport protein	K02856	9	0	1	4	1.8538720727849e-05	2.05985785864989e-06	12611.5	1401.27777777778	597
rhlB; ATP-dependent RNA helicase RhlB [EC:3.6.4.13]	K03732	9	0	3	3	-0.000114788033561489	-1.27542259512766e-05	13665	1518.33333333333	157
rhtA; inner membrane transporter RhtA	K11939	9	0	1	6	0.000302488110325016	3.36097900361129e-05	8013.5	890.388888888889	160
ribD; diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]	K11752	9	8	0	0	0	0	1530	1530	1530
ribF; riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2]	K11753	9	0	3	5	6.01626907265338e-05	6.68474341405931e-06	12246	1360.66666666667	432
rihB; ribosylpyrimidine nucleosidase [EC:3.2.2.8]	K10213	9	0	4	5	8.94056981586817e-05	9.93396646207574e-06	12802	1422.44444444444	109
rimI; [ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266]	K03789	9	0	2	1	-6.39988280747295e-05	-7.11098089719216e-06	15169	1685.44444444444	1033
rimJ; [ribosomal protein S5]-alanine N-acetyltransferase [EC:2.3.1.267]	K03790	9	0	2	2	4.53367003367003e-05	5.03741114852226e-06	13495	1499.44444444444	497
rimK; ribosomal protein S6--L-glutamate ligase [EC:6.3.2.-]	K05844	9	0	6	3	-0.000209982503579821	-2.33313892866467e-05	17097	1899.66666666667	162
rimL; ribosomal-protein-serine acetyltransferase [EC:2.3.1.-]	K03817	9	0	4	4	4.27883922463127e-06	4.75426580514585e-07	13745.5	1527.27777777778	272
rimM; 16S rRNA processing protein RimM	K02860	9	0	3	5	6.93018865665924e-05	7.70020961851027e-06	12177	1353	216
rimO; ribosomal protein S12 methylthiotransferase [EC:2.8.4.4]	K14441	9	0	4	2	-6.59219113550071e-05	-7.32465681722302e-06	14595	1621.66666666667	520
rimP; ribosome maturation factor RimP	K09748	9	0	2	6	0.000159139451989055	1.76821613321172e-05	9810	1090	192
rlmA1; 23S rRNA (guanine745-N1)-methyltransferase [EC:2.1.1.187]	K00563	9	0	3	1	-4.90584966815868e-05	-5.45094407573187e-06	15347.5	1705.27777777778	819
rlmB; 23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185]	K03218	9	0	2	3	5.71903470672574e-05	6.35448300747304e-06	12611	1401.22222222222	59
rlmH; 23S rRNA (pseudouridine1915-N3)-methyltransferase [EC:2.1.1.177]	K00783	9	0	1	7	0.000770970247668083	8.56633608520092e-05	5824.5	647.166666666667	53
rlmI; 23S rRNA (cytosine1962-C5)-methyltransferase [EC:2.1.1.191]	K06969	9	0	0	0	0	0	13911.5	1545.72222222222	1413.5
rlmJ; 23S rRNA (adenine2030-N6)-methyltransferase [EC:2.1.1.266]	K07115	9	7	0	0	0	0	3211	1605.5	1530
rlmM; 23S rRNA (cytidine2498-2'-O)-methyltransferase [EC:2.1.1.186]	K06968	9	0	4	4	-7.91711385002241e-05	-8.79679316669156e-06	14139.5	1571.05555555556	122
rlmN; 23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192]	K06941	9	0	2	3	3.85490515925298e-05	4.28322795472553e-06	13288.5	1476.5	728
rlpA; rare lipoprotein A	K03642	9	0	4	4	2.71947046892618e-05	3.02163385436242e-06	13587	1509.66666666667	304
rluA; tRNA pseudouridine32 synthase / 23S rRNA pseudouridine746 synthase [EC:5.4.99.28 5.4.99.29]	K06177	9	0	0	0	0	0	13911.5	1545.72222222222	1413.5
rluB; 23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]	K06178	9	0	3	3	6.38348226205876e-05	7.09275806895418e-06	13046	1449.55555555556	102
rluC; 23S rRNA pseudouridine955/2504/2580 synthase [EC:5.4.99.24]	K06179	9	9	0	0	0	NA	0	NA	Inf
rluD; 23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]	K06180	9	0	2	6	0.000164176326047468	1.82418140052742e-05	10738	1193.11111111111	138
rluE; 23S rRNA pseudouridine2457 synthase [EC:5.4.99.20]	K06181	9	0	2	4	-4.93142478284689e-05	-5.47936086982988e-06	13712	1523.55555555556	735
rluF; 23S rRNA pseudouridine2604 synthase [EC:5.4.99.21]	K06182	9	0	4	3	-3.50406909816267e-05	-3.89341010906964e-06	14406.5	1600.72222222222	388
rmuC; DNA recombination protein RmuC	K09760	9	0	1	1	-2.07792207792208e-05	-2.30880230880231e-06	14113.5	1568.16666666667	538.5
rnb; exoribonuclease II [EC:3.1.13.1]	K01147	9	0	4	5	0.000106508708078316	1.18343008975907e-05	11694	1299.33333333333	127
rnd; ribonuclease D [EC:3.1.13.5]	K03684	9	0	2	6	8.76141659598633e-05	9.7349073288737e-06	11121	1235.66666666667	149
rne; ribonuclease E [EC:3.1.26.12]	K08300	9	9	0	0	0	NA	0	NA	Inf
rnfA; electron transport complex protein RnfA	K03617	9	0	6	1	-9.48501354827308e-05	-1.05389039425256e-05	17785	1976.11111111111	222
rnfB; electron transport complex protein RnfB	K03616	9	5	0	0	0	0	6199	1549.75	1441
rnfC; electron transport complex protein RnfC	K03615	9	0	1	3	6.71186079250596e-05	7.45762310278439e-06	12616	1401.77777777778	271
rnfD; electron transport complex protein RnfD	K03614	9	0	5	4	-0.000172064777386606	-1.91183085985118e-05	14164.5	1573.83333333333	222
rnfE; electron transport complex protein RnfE	K03613	9	0	5	3	-0.000376390588253921	-4.18211764726579e-05	17351	1927.88888888889	406
rnfG; electron transport complex protein RnfG	K03612	9	0	6	3	-0.000195432176977599	-2.17146863308443e-05	16090	1787.77777777778	62
rnhB; ribonuclease HII [EC:3.1.26.4]	K03470	9	0	4	3	2.82416717223469e-05	3.13796352470521e-06	13021	1446.77777777778	210.5
rnhC; ribonuclease HIII [EC:3.1.26.4]	K03471	9	0	1	3	6.17857142857144e-05	6.86507936507937e-06	11960	1328.88888888889	550
rnj; ribonuclease J [EC:3.1.-.-]	K12574	9	0	1	5	0.000147629692359034	1.64032991510037e-05	10167.5	1129.72222222222	181
rnmV; ribonuclease M5 [EC:3.1.26.8]	K05985	9	0	6	2	-3.02654228583022e-05	-3.36282476203357e-06	16068	1785.33333333333	133
rnpA; ribonuclease P protein component [EC:3.1.26.5]	K03536	9	0	3	5	0.000106745929148786	1.18606587943096e-05	11129.5	1236.61111111111	94
rnt; ribonuclease T [EC:3.1.13.-]	K03683	9	0	6	3	-0.000225357493871608	-2.50397215412898e-05	15631	1736.77777777778	73
rny; ribonucrease Y [EC:3.1.-.-]	K18682	9	0	1	2	-1.21586408858214e-05	-1.3509600984246e-06	13720	1524.44444444444	1026
rnz; ribonuclease Z [EC:3.1.26.11]	K00784	9	0	2	2	-4.30090399796283e-05	-4.7787822199587e-06	14768.5	1640.94444444444	727
rodZ; cytoskeleton protein RodZ	K15539	9	0	3	5	0.000397552803527063	4.41725337252292e-05	11029	1225.44444444444	80
rph; ribonuclease PH [EC:2.7.7.56]	K00989	9	0	1	2	3.39632503719191e-05	3.77369448576879e-06	12795.5	1421.72222222222	621
rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]	K01807	9	0	0	2	2.8992628992629e-05	3.22140322140322e-06	12578	1397.55555555556	704
rpiB; ribose 5-phosphate isomerase B [EC:5.3.1.6]	K01808	9	0	2	7	0.00021229503876886	2.35883376409845e-05	9192.5	1021.38888888889	102
rpoA; DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]	K03040	9	0	4	2	-4.81408253304804e-05	-5.3489805922756e-06	15719.5	1746.61111111111	1047
rpoD; RNA polymerase primary sigma factor	K03086	9	0	5	4	-6.33238397750748e-05	-7.03598219723053e-06	15792	1754.66666666667	449
rpoE; DNA-directed RNA polymerase subunit delta	K03048	9	0	4	3	-6.35176452239528e-05	-7.05751613599476e-06	13935	1548.33333333333	333
rpoH; RNA polymerase sigma-32 factor	K03089	9	0	3	6	0.000410155013138679	4.5572779237631e-05	8563.5	951.5	99
rpoN; RNA polymerase sigma-54 factor	K03092	9	0	0	1	1.37931034482759e-05	1.53256704980843e-06	13022	1446.88888888889	747
rpoZ; DNA-directed RNA polymerase subunit omega [EC:2.7.7.6]	K03060	9	9	0	0	0	NA	0	NA	Inf
rraB; regulator of ribonuclease activity B	K09893	9	0	4	5	0.000256236452736237	2.8470716970693e-05	12017.5	1335.27777777778	12
rsbV; anti-sigma B factor antagonist	K04749	9	0	2	7	0.00077827167059217	8.64746300657966e-05	7415.5	823.944444444444	44
rseA; sigma-E factor negative regulatory protein RseA	K03597	9	0	5	3	-4.53703698684963e-05	-5.0411522076107e-06	14532.5	1614.72222222222	215
rseB; sigma-E factor negative regulatory protein RseB	K03598	9	0	8	1	-0.000641729100416907	-7.13032333796563e-05	22051.5	2450.16666666667	809
rseC; sigma-E factor negative regulatory protein RseC	K03803	9	0	0	8	0.000202104098662497	2.24560109624997e-05	7744.5	860.5	438
rseP; regulator of sigma E protease [EC:3.4.24.-]	K11749	9	0	1	7	0.000255248139675095	2.83609044083439e-05	8058	895.333333333333	296
rsmC; 16S rRNA (guanine1207-N2)-methyltransferase [EC:2.1.1.172]	K00564	9	0	0	0	0	0	13911.5	1545.72222222222	1413.5
rsmD; 16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]	K08316	9	0	1	3	8.76712575536107e-05	9.74125083929007e-06	12366	1374	178
rsmE; 16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]	K09761	9	0	5	3	-0.000161182661915795	-1.79091846573106e-05	15453	1717	483
rsmI; 16S rRNA (cytidine1402-2'-O)-methyltransferase [EC:2.1.1.198]	K07056	9	0	1	5	0.000201799799949506	2.24221999943895e-05	9188	1020.88888888889	312
rsmJ; 16S rRNA (guanine1516-N2)-methyltransferase [EC:2.1.1.242]	K15984	9	8	0	0	0	0	1530	1530	1530
rstA1; phage replication initiation protein	K07467	9	0	3	6	0.000799512623621278	8.88347359579198e-05	9025.5	1002.83333333333	45
rsuA; 16S rRNA pseudouridine516 synthase [EC:5.4.99.19]	K06183	9	0	1	2	2.75008145975888e-05	3.05564606639875e-06	12974.5	1441.61111111111	722
rumA; 23S rRNA (uracil1939-C5)-methyltransferase [EC:2.1.1.190]	K03215	9	0	1	1	0	0	13904	1544.88888888889	754
rumB; 23S rRNA (uracil747-C5)-methyltransferase [EC:2.1.1.189]	K03212	9	0	2	1	-4.21949708906233e-06	-4.68833009895814e-07	13993.5	1554.83333333333	361
rusA; crossover junction endodeoxyribonuclease RusA [EC:3.1.22.4]	K01160	9	9	0	0	0	NA	0	NA	Inf
rutE; 3-hydroxypropanoate dehydrogenase [EC:1.1.1.-]	K09019	9	0	2	6	0.0006869238998713	7.63248777634778e-05	9039.5	1004.38888888889	24
rutF; flavin reductase [EC:1.5.1.-]	K09024	9	0	0	7	0.000296295885779233	3.29217650865815e-05	7872	874.666666666667	144
ruvA; holliday junction DNA helicase RuvA [EC:3.6.4.12]	K03550	9	0	5	4	-5.12661929714092e-05	-5.69624366348991e-06	15027.5	1669.72222222222	156
ruvB; holliday junction DNA helicase RuvB [EC:3.6.4.12]	K03551	9	0	4	4	5.04069957794412e-05	5.6007773088268e-06	13950.5	1550.05555555556	88
ruvC; crossover junction endodeoxyribonuclease RuvC [EC:3.1.22.4]	K01159	9	0	4	3	-0.000208056377452101	-2.31173752724556e-05	15623.5	1735.94444444444	454
ruvX; putative holliday junction resolvase [EC:3.1.-.-]	K07447	9	0	2	7	6.07796973803362e-05	6.75329970892625e-06	10419.5	1157.72222222222	387.5
sacB; levansucrase [EC:2.4.1.10]	K00692	9	1	1	2	9.37830299927073e-05	1.17228787490884e-05	10469.5	1308.6875	67
sad; succinate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.24]	K08324	9	0	1	6	0.000565127696224876	6.27919662472085e-05	7343	815.888888888889	58
sanA; SanA protein	K03748	9	0	3	6	0.000405136099392122	4.50151221546803e-05	10351	1150.11111111111	33
sapA; cationic peptide transport system substrate-binding protein	K19226	9	0	4	4	0.000694615897538759	7.71795441709732e-05	13742	1526.88888888889	2
sapB; cationic peptide transport system permease protein	K19227	9	0	5	4	-0.000197207080329463	-2.19118978143847e-05	15905.5	1767.27777777778	602
sapC; cationic peptide transport system permease protein	K19228	9	0	5	4	0.000116319927277253	1.29244363641392e-05	14183.5	1575.94444444444	70
sapD; cationic peptide transport system ATP-binding protein	K19229	9	0	7	2	-3.84758942882674e-05	-4.27509936536305e-06	16914.5	1879.38888888889	268
sapF; cationic peptide transport system ATP-binding protein	K19230	9	0	6	3	-0.000174653182824331	-1.94059092027034e-05	17605	1956.11111111111	582
sapZ; predicted membrane protein	K19239	9	0	5	3	-0.000140150869412323	-1.55723188235915e-05	15551.5	1727.94444444444	229
scpA; segregation and condensation protein A	K05896	9	0	2	0	-6.32343550446998e-05	-7.02603944941109e-06	15538	1726.44444444444	1421.5
scpB; segregation and condensation protein B	K06024	9	0	2	2	3.00502834701618e-05	3.33892038557354e-06	13557	1506.33333333333	465
sdaC; serine transporter	K03837	9	0	5	3	-0.000183431143825371	-2.0381238202819e-05	16338.5	1815.38888888889	325
secB; preprotein translocase subunit SecB	K03071	9	0	6	3	-0.000190475919019912	-2.11639910022124e-05	16959	1884.33333333333	85
secD; preprotein translocase subunit SecD	K03072	9	6	0	1	1.66666666666667e-05	5.55555555555557e-06	3891	1297	788.5
secDF; SecD/SecF fusion protein	K12257	9	0	4	3	4.22974285638537e-06	4.69971428487264e-07	13552	1505.77777777778	341
secE; preprotein translocase subunit SecE	K03073	9	0	5	4	-0.000159704831099164	-1.77449812332405e-05	16824	1869.33333333333	978
secF; preprotein translocase subunit SecF	K03074	9	0	3	4	-8.33537728034883e-05	-9.2615303114987e-06	13051	1450.11111111111	611
secG; preprotein translocase subunit SecG	K03075	9	6	0	0	0	0	4830	1610	1557.5
secY; preprotein translocase subunit SecY	K03076	9	0	2	7	8.58591330425591e-05	9.53990367139546e-06	9972.5	1108.05555555556	393.5
selA; L-seryl-tRNA(Ser) seleniumtransferase [EC:2.9.1.1]	K01042	9	0	5	3	-0.000137296129374645	-1.52551254860716e-05	15232	1692.44444444444	41
selU; tRNA 2-selenouridine synthase [EC:2.9.1.-]	K06917	9	0	2	5	0.000115078259765516	1.27864733072796e-05	10805.5	1200.61111111111	410
sepF; cell division inhibitor SepF	K09772	9	0	0	3	4.52756583191367e-05	5.0306287021263e-06	11724	1302.66666666667	396
seqA; negative modulator of initiation of replication	K03645	9	0	5	4	0.000324905736874424	3.61006374304916e-05	14668.5	1629.83333333333	8
SERPINB; serpin B	K13963	9	0	5	1	-6.37618976425181e-05	-7.08465529361312e-06	16146.5	1794.05555555556	221.5
sfsA; sugar fermentation stimulation protein A	K06206	9	0	5	2	-5.79897158983845e-05	-6.44330176648717e-06	15169	1685.44444444444	656
SIAE; sialate O-acetylesterase [EC:3.1.1.53]	K05970	9	0	3	5	-1.19078880036208e-05	-1.32309866706898e-06	12193	1354.77777777778	329
sic; inhibitor of complement-mediated lysis	K19240	9	1	1	0	-1.53846153846154e-05	-1.92307692307693e-06	13181.5	1647.6875	1421.5
sigB; RNA polymerase sigma-B factor	K03090	9	0	2	4	0.00020802471793691	2.31138575485455e-05	11042	1226.88888888889	231
sigH; RNA polymerase sporulation-specific sigma factor	K03091	9	0	6	2	-6.66805971958739e-05	-7.40895524398599e-06	16607	1845.22222222222	327
sitA; manganese/iron transport system substrate-binding protein	K11604	9	0	3	6	-3.15424829759193e-05	-3.5047203306577e-06	13052.5	1450.27777777778	156
sitB; manganese/iron transport system ATP-binding protein	K11607	9	0	4	3	8.114912626906e-05	9.01656958545111e-06	13581	1509	186
sitC; manganese/iron transport system permease protein	K11605	9	0	6	2	-0.000429403632030573	-4.77115146700637e-05	18906	2100.66666666667	471
sitD; manganese/iron transport system permease protein	K11606	9	0	4	4	4.2865748651872e-05	4.76286096131911e-06	13321.5	1480.16666666667	254
sixA; phosphohistidine phosphatase [EC:3.1.3.-]	K08296	9	0	6	2	-0.000136109079481043	-1.51232310534493e-05	17408	1934.22222222222	907
slp; outer membrane lipoprotein	K07285	9	0	4	5	7.31189421530399e-10	8.12432690589328e-11	11689.5	1298.83333333333	61
slt; soluble lytic murein transglycosylase [EC:4.2.2.-]	K08309	9	5	0	0	0	0	6199	1549.75	1441
slyB; outer membrane lipoprotein SlyB	K06077	9	0	2	4	6.59814351225694e-05	7.33127056917438e-06	12007	1334.11111111111	419
slyD; FKBP-type peptidyl-prolyl cis-trans isomerase SlyD [EC:5.2.1.8]	K03775	9	6	0	0	0	0	4632.5	1544.16666666667	1421.5
slyX; SlyX protein	K03745	9	0	6	3	-0.000260580468625651	-2.89533854028501e-05	16595	1843.88888888889	110
smf; DNA processing protein	K04096	9	0	0	4	5.58192450824029e-05	6.20213834248921e-06	11848	1316.44444444444	791
smg; Smg protein	K03747	9	0	2	6	0.000367447021538299	4.08274468375888e-05	7956	884	196
smp; membrane protein	K07186	9	0	6	3	-0.000324943381736041	-3.61048201928934e-05	16701.5	1855.72222222222	506
smpB; SsrA-binding protein	K03664	9	0	1	5	0.000163334065290587	1.81482294767319e-05	9524	1058.22222222222	393
sohB; serine protease SohB [EC:3.4.21.-]	K04774	9	0	4	5	2.08037394516066e-05	2.31152660573406e-06	11672	1296.88888888889	151
speA; arginine decarboxylase [EC:4.1.1.19]	K01585	9	0	6	1	-4.52319520864412e-05	-5.02577245404902e-06	17231.5	1914.61111111111	195
speB; agmatinase [EC:3.5.3.11]	K01480	9	0	3	4	0.000112193368415643	1.24659298239603e-05	12099	1344.33333333333	172
speB; streptopain [EC:3.4.22.10]	K01364	9	1	1	2	-3.06776556776556e-06	-3.83470695970695e-07	11995	1499.375	754
splB; spore photoproduct lyase [EC:4.1.99.14]	K03716	9	0	4	4	4.58536020698435e-05	5.09484467442705e-06	13592	1510.22222222222	96
spoIID; stage II sporulation protein D	K06381	9	0	3	6	0.000172133334791519	1.91259260879465e-05	10025.5	1113.94444444444	166
spoIVCA; site-specific DNA recombinase	K06400	9	2	0	0	0	0	10940.5	1562.92857142857	1413.5
spoVB; stage V sporulation protein B	K06409	9	0	2	4	0.000352962597606986	3.92180664007762e-05	11064	1229.33333333333	31
spoVD; stage V sporulation protein D (sporulation-specific penicillin-binding protein)	K08384	9	0	4	5	0.000651947957317529	7.24386619241698e-05	11842	1315.77777777778	8
spoVG; stage V sporulation protein G	K06412	9	0	3	5	-3.39646878064187e-06	-3.77385420071318e-07	12170.5	1352.27777777778	254
SPP; sucrose-6-phosphatase [EC:3.1.3.24]	K07024	9	0	4	4	7.42458433277567e-05	8.24953814752852e-06	13200.5	1466.72222222222	165
sppA; protease IV [EC:3.4.21.-]	K04773	9	0	6	1	-0.00017505256399769	-1.94502848886322e-05	18255	2028.33333333333	734.5
spr1; sepiapterin reductase [EC:1.1.1.325]	K17745	9	4	1	0	-4.8e-05	-9.6e-06	8980	1796	1441
sprL; SprT-like protein	K03095	9	0	0	2	8.66243571618826e-05	9.62492857354251e-06	11913.5	1323.72222222222	390
sprT; SprT protein	K02742	9	0	2	7	0.000144732127637675	1.60813475152972e-05	9222.5	1024.72222222222	319
spxA; regulatory protein spx	K16509	9	0	1	2	0.000143226340667943	1.59140378519936e-05	11499	1277.66666666667	100
srlD; sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140]	K00068	9	0	2	3	0.000150091744543195	1.66768605047995e-05	11753	1305.88888888889	260
srmB; ATP-dependent RNA helicase SrmB [EC:3.6.4.13]	K05590	9	0	6	1	-9.29281473087961e-05	-1.03253497009773e-05	17240.5	1915.61111111111	1010
srtA; sortase A [EC:3.4.22.70]	K07284	9	0	1	1	2.34305923961097e-05	2.60339915512329e-06	13629.5	1514.38888888889	289
srtB; sortase B [EC:3.4.22.70]	K08600	9	0	0	0	0	0	13911.5	1545.72222222222	1413.5
ssb; single-strand DNA-binding protein	K03111	9	0	4	4	8.17945665562296e-05	9.08828517291439e-06	13222.5	1469.16666666667	38
sspB; stringent starvation protein B	K03600	9	0	5	3	7.8510959591965e-05	8.72343995466277e-06	14790.5	1643.38888888889	205
sstT; serine/threonine transporter	K07862	9	0	0	2	5.90111642743222e-05	6.55679603048024e-06	12379	1375.44444444444	554
ssuA; sulfonate transport system substrate-binding protein	K15553	9	0	4	4	-6.87819989739635e-06	-7.64244433044039e-07	13943	1549.22222222222	170
ssuB; sulfonate transport system ATP-binding protein [EC:3.6.3.-]	K15555	9	0	2	4	0.000123335358930073	1.37039287700082e-05	11797.5	1310.83333333333	105
